id_anonymisé;sexe;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;formule; âge;enfants;enfants_conduite_accompagne;revenus ;tranche-devis
ID_373;M;Commercial;Panel Truck;no;2;8.0;z_Highly Rural/ Rural;26/05/2022 01:19;dev_integral;87;non;non;[40k€+]; [900+€]
ID_374;F;Private;Minivan;no;3;1.0;Highly Urban/ Urban;07/03/2022 14:13;dev_integral;51;oui;non;[0, 20k€]; [900+€]
ID_375;F;Private;z_SUV;no;3;0;Highly Urban/ Urban;16/04/2022 20:05;dev_express;52;non;non;[20k€, 40k€]; [200-300€]
ID_376;M;Private;z_SUV;no;3;6.0;Highly Urban/ Urban;23/05/2022 01:28;dev_express;46;oui;non;[20k€, 40k€]; [200-300€]
ID_377;F;Private;z_SUV;no;0;11.0;Highly Urban/ Urban;08/01/2022 06:18;dev_premium;70;oui;non;[20k€, 40k€]; [900+€]
ID_378;M;Private;Minivan;no;0;21.0;Highly Urban/ Urban;29/05/2022 04:55;dev_integral;23;oui;non;[40k€+]; [900+€]
ID_379;M;Private;Minivan;yes;1;8.0;Highly Urban/ Urban;10/01/2022 03:39;dev_integral;73;oui;oui;[40k€+]; [900+€]
ID_380;F;Private;Minivan;no;0;0;Highly Urban/ Urban;18/04/2022 14:58;dev_integral;57;non;non;[40k€+]; [900+€]
ID_381;M;Private;Minivan;no;1;18.0;Highly Urban/ Urban;16/01/2022 03:51;dev_express;13;oui;non;[40k€+]; [200-300€]
ID_382;M;Commercial;Van;yes;2;7.0;Highly Urban/ Urban;02/01/2022 13:57;dev_express;79;non;non;[40k€+]; [200-300€]
ID_383;M;Commercial;Van;no;3;16.0;Highly Urban/ Urban;18/03/2022 04:49;dev_integral;70;non;non;[40k€+]; [900+€]
ID_384;M;Private;Sports Car;no;0;14.0;Highly Urban/ Urban;19/01/2022 09:26;dev_premium;76;non;non;[40k€+]; [900+€]
ID_385;M;Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;06/05/2022 19:13;dev_integral;13;oui;non;[40k€+]; [200-300€]
ID_386;F;Commercial;z_SUV;no;3;4.0;Highly Urban/ Urban;27/04/2022 00:03;dev_express;68;oui;non;[20k€, 40k€]; [200-300€]
ID_387;M;Private;Minivan;no;4;19.0;Highly Urban/ Urban;16/02/2022 20:52;dev_express;15;non;non;[40k€+]; [200-300€]
ID_388;F;Private;Pickup;no;0;14.0;Highly Urban/ Urban;06/03/2022 03:04;dev_integral;91;non;non;[0, 20k€]; [200-300€]
ID_389;M;Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;07/01/2022 02:54;dev_express;42;non;non;[20k€, 40k€]; [200-300€]
ID_390;M;Private;Minivan;yes;0;16.0;Highly Urban/ Urban;23/02/2022 11:01;dev_express;74;oui;non;[40k€+]; [200-300€]
ID_391;F;Private;z_SUV;no;0;12.0;Highly Urban/ Urban;11/04/2022 10:47;dev_integral;44;oui;oui;[40k€+]; [200-300€]
ID_392;F;Private;Sports Car;no;1;15.0;Highly Urban/ Urban;16/03/2022 21:12;dev_integral;39;non;non;[0, 20k€]; [900+€]
ID_393;F;Commercial;Minivan;no;2;11.0;Highly Urban/ Urban;13/05/2022 08:26;dev_express;45;non;non;[0, 20k€]; [200-300€]
ID_394;M;Commercial;Panel Truck;yes;1;7.0;Highly Urban/ Urban;08/01/2022 21:15;dev_express;50;non;non;[40k€+]; [200-300€]
ID_395;F;Private;Van;yes;0;3.0;Highly Urban/ Urban;13/03/2022 10:59;dev_express;74;non;non;[40k€+]; [200-300€]
ID_396;M;Commercial;Pickup;yes;3;8.0;Highly Urban/ Urban;05/01/2022 22:40;dev_express;79;non;non;[20k€, 40k€]; [200-300€]
ID_397;F;Commercial;Pickup;no;1;8.0;Highly Urban/ Urban;17/02/2022 01:45;dev_premium;40;oui;oui;[40k€+]; [900+€]
ID_398;M;Private;z_SUV;no;0;16.0;z_Highly Rural/ Rural;14/04/2022 05:13;dev_premium;93;non;non;[0, 20k€]; [900+€]
ID_399;M;Private;z_SUV;no;2;10.0;Highly Urban/ Urban;10/02/2022 01:05;dev_express;80;non;non;[0, 20k€]; [200-300€]
ID_400;M;Commercial;Minivan;no;0;9.0;z_Highly Rural/ Rural;17/04/2022 21:45;dev_integral;73;oui;oui;[40k€+]; [200-300€]
ID_401;F;Commercial;Sports Car;no;7;1.0;Highly Urban/ Urban;15/02/2022 14:51;dev_integral;16;non;non;[0, 20k€]; [900+€]
ID_402;M;Commercial;Panel Truck;no;0;5.0;Highly Urban/ Urban;07/04/2022 15:44;dev_integral;5;non;non;[40k€+]; [900+€]
ID_403;M;Private;z_SUV;no;8;5.0;Highly Urban/ Urban;11/01/2022 21:36;dev_express;90;oui;non;[0, 20k€]; [200-300€]
ID_404;M;Commercial;Panel Truck;no;0;16.0;Highly Urban/ Urban;29/01/2022 06:11;dev_express;66;non;non;[40k€+]; [200-300€]
ID_405;M;Commercial;Panel Truck;yes;5;19.0;Highly Urban/ Urban;27/01/2022 10:26;dev_express;61;non;non;[40k€+]; [200-300€]
ID_406;F;Private;Minivan;no;0;7.0;Highly Urban/ Urban;09/04/2022 17:13;dev_integral;6;oui;non;[40k€+]; [200-300€]
ID_407;F;Commercial;z_SUV;no;0;8.0;Highly Urban/ Urban;04/02/2022 22:31;dev_integral;23;oui;non;[40k€+]; [200-300€]
ID_408;M;Private;Minivan;no;2;9.0;Highly Urban/ Urban;13/04/2022 19:59;dev_premium;12;oui;non;[40k€+]; [900+€]
ID_409;M;Commercial;Van;yes;1;14.0;Highly Urban/ Urban;01/03/2022 04:29;dev_premium;41;non;non;[0, 20k€]; [900+€]
ID_410;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;13/02/2022 11:48;dev_premium;64;non;non;[0, 20k€]; [900+€]
ID_411;M;Commercial;Van;yes;2;1.0;Highly Urban/ Urban;27/03/2022 04:34;dev_integral;66;oui;non;[20k€, 40k€]; [900+€]
ID_412;M;Private;Sports Car;no;0;14.0;Highly Urban/ Urban;26/03/2022 22:33;dev_express;51;non;non;[40k€+]; [200-300€]
ID_413;F;Private;Pickup;no;0;0;Highly Urban/ Urban;05/04/2022 17:32;dev_premium;83;non;non;[40k€+]; [900+€]
ID_414;F;Private;z_SUV;no;2;16.0;z_Highly Rural/ Rural;23/01/2022 22:34;dev_premium;11;non;non;[0, 20k€]; [900+€]
ID_415;M;Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;14/02/2022 23:26;dev_integral;78;non;non;[40k€+]; [200-300€]
ID_416;F;Private;Pickup;no;0;0;Highly Urban/ Urban;31/03/2022 03:07;dev_express;57;non;non;[20k€, 40k€]; [200-300€]
ID_417;M;Private;Pickup;no;1;1.0;Highly Urban/ Urban;11/05/2022 06:47;dev_integral;52;non;non;[0, 20k€]; [900+€]
ID_418;F;Private;z_SUV;no;7;1.0;Highly Urban/ Urban;24/03/2022 15:19;dev_integral;40;oui;non;[0, 20k€]; [900+€]
ID_419;M;Private;Pickup;no;6;1.0;Highly Urban/ Urban;29/03/2022 12:51;dev_express;75;non;non;[0, 20k€]; [200-300€]
ID_420;F;Commercial;Panel Truck;yes;0;1.0;Highly Urban/ Urban;02/01/2022 23:38;dev_integral;38;oui;non;[0, 20k€]; [900+€]
ID_421;M;Commercial;Pickup;yes;5;1.0;Highly Urban/ Urban;29/05/2022 03:14;dev_integral;71;oui;oui;[20k€, 40k€]; [900+€]
ID_422;M;Private;Van;no;11;16.0;Highly Urban/ Urban;18/04/2022 23:11;dev_integral;18;non;non;[40k€+]; [900+€]
ID_423;M;Private;Minivan;no;2;1.0;z_Highly Rural/ Rural;17/04/2022 11:37;dev_integral;68;non;non;[0, 20k€]; [900+€]
ID_424;M;Commercial;Minivan;yes;6;7.0;Highly Urban/ Urban;08/03/2022 08:49;dev_integral;85;non;non;[40k€+]; [900+€]
ID_425;F;Private;Sports Car;no;0;12.0;Highly Urban/ Urban;28/04/2022 19:59;dev_express;91;non;non;[40k€+]; [200-300€]
ID_426;M;Commercial;z_SUV;no;1;7.0;z_Highly Rural/ Rural;05/04/2022 14:33;dev_premium;48;non;non;[40k€+]; [900+€]
ID_427;M;Commercial;Minivan;no;0;5.0;Highly Urban/ Urban;30/03/2022 17:39;dev_premium;44;oui;oui;[20k€, 40k€]; [500-800€]
ID_428;F;Private;Minivan;no;2;1.0;Highly Urban/ Urban;09/04/2022 15:27;dev_integral;60;non;non;[40k€+]; [900+€]
ID_429;F;Commercial;Panel Truck;no;6;18.0;Highly Urban/ Urban;06/05/2022 19:05;dev_express;64;non;non;[40k€+]; [200-300€]
ID_430;F;Private;z_SUV;no;4;11.0;z_Highly Rural/ Rural;29/04/2022 01:23;dev_integral;73;oui;oui;[40k€+]; [900+€]
ID_431;F;Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;03/01/2022 09:08;dev_express;50;non;non;[20k€, 40k€]; [200-300€]
ID_432;M;Commercial;Panel Truck;yes;1;4.0;z_Highly Rural/ Rural;09/05/2022 02:38;dev_vip;22;non;non;[40k€+]; [500-800€]
ID_433;F;Commercial;Pickup;yes;0;17.0;Highly Urban/ Urban;22/01/2022 15:35;dev_integral;94;non;non;[0, 20k€]; [200-300€]
ID_434;F;Private;Minivan;no;0;15.0;Highly Urban/ Urban;29/04/2022 09:35;dev_express;11;non;non;[20k€, 40k€]; [200-300€]
ID_435;F;Commercial;Panel Truck;yes;5;0;Highly Urban/ Urban;24/02/2022 09:29;dev_integral;74;non;non;[40k€+]; [900+€]
ID_436;F;Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;01/04/2022 04:04;dev_express;59;non;non;[0, 20k€]; [200-300€]
ID_437;F;Commercial;Pickup;no;3;13.0;Highly Urban/ Urban;12/02/2022 03:31;dev_express;84;non;non;[40k€+]; [200-300€]
ID_438;F;Private;Van;yes;0;12.0;Highly Urban/ Urban;19/04/2022 19:52;dev_integral;60;oui;non;[40k€+]; [900+€]
ID_439;M;Commercial;z_SUV;no;2;6.0;Highly Urban/ Urban;06/02/2022 22:10;dev_premium;80;oui;non;[0, 20k€]; [900+€]
ID_440;F;Private;Sports Car;no;0;9.0;Highly Urban/ Urban;07/01/2022 04:46;dev_integral;61;oui;non;[0, 20k€]; [200-300€]
ID_441;F;Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;19/03/2022 01:46;dev_premium;31;non;non;[0, 20k€]; [900+€]
ID_442;F;Private;Pickup;no;0;0;Highly Urban/ Urban;10/03/2022 21:24;dev_integral;74;non;non;[0, 20k€]; [900+€]
ID_443;F;Commercial;Pickup;yes;0;19.0;Highly Urban/ Urban;08/05/2022 21:30;dev_integral;51;non;non;[20k€, 40k€]; [900+€]
ID_444;F;Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;09/03/2022 21:30;dev_express;89;oui;non;[40k€+]; [200-300€]
ID_445;M;Private;z_SUV;no;2;15.0;Highly Urban/ Urban;20/04/2022 18:29;dev_express;74;non;non;[0, 20k€]; [200-300€]
ID_446;F;Commercial;Pickup;yes;3;1.0;Highly Urban/ Urban;05/04/2022 00:30;dev_integral;82;non;non;[40k€+]; [900+€]
ID_447;M;Private;z_SUV;no;4;9.0;Highly Urban/ Urban;20/05/2022 14:23;dev_integral;50;oui;non;[40k€+]; [200-300€]
ID_448;M;Private;z_SUV;no;1;6.0;Highly Urban/ Urban;03/03/2022 09:25;dev_integral;66;oui;non;[0, 20k€]; [200-300€]
ID_449;F;Private;z_SUV;no;2;1.0;Highly Urban/ Urban;12/03/2022 08:44;dev_express;71;oui;oui;[0, 20k€]; [200-300€]
ID_450;F;Private;Sports Car;no;0;12.0;Highly Urban/ Urban;06/01/2022 12:56;dev_express;84;oui;non;[40k€+]; [200-300€]
ID_451;M;Commercial;Pickup;yes;7;4.0;Highly Urban/ Urban;17/01/2022 08:56;dev_express;29;non;non;[0, 20k€]; [200-300€]
ID_452;F;Private;z_SUV;no;1;8.0;Highly Urban/ Urban;04/03/2022 00:51;dev_integral;93;oui;non;[0, 20k€]; [900+€]
ID_453;F;Private;z_SUV;no;0;20.0;Highly Urban/ Urban;28/02/2022 08:01;dev_premium;54;non;non;[40k€+]; [900+€]
ID_454;M;Commercial;Van;no;0;4.0;Highly Urban/ Urban;22/03/2022 17:53;dev_express;40;non;non;[40k€+]; [200-300€]
ID_455;F;Commercial;Minivan;no;0;10.0;Highly Urban/ Urban;09/05/2022 14:13;dev_express;26;oui;non;[40k€+]; [200-300€]
ID_456;F;Commercial;Pickup;no;0;0;Highly Urban/ Urban;11/03/2022 14:38;dev_integral;37;non;non;[40k€+]; [200-300€]
ID_457;F;Commercial;Van;yes;5;1.0;Highly Urban/ Urban;19/02/2022 23:44;dev_integral;53;non;non;[40k€+]; [900+€]
ID_458;F;Private;Sports Car;no;2;8.0;Highly Urban/ Urban;28/04/2022 20:05;dev_premium;38;oui;non;[0, 20k€]; [900+€]
ID_459;M;Private;Pickup;yes;0;1.0;Highly Urban/ Urban;01/03/2022 15:58;dev_integral;29;non;non;[40k€+]; [200-300€]
ID_460;M;Private;Minivan;yes;1;1.0;Highly Urban/ Urban;17/01/2022 02:58;dev_integral;38;oui;oui;[40k€+]; [200-300€]
ID_461;M;Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;12/03/2022 07:57;dev_premium;60;non;non;[0, 20k€]; [900+€]
ID_462;M;Private;Sports Car;no;1;5.0;Highly Urban/ Urban;14/04/2022 03:21;dev_express;48;non;non;[40k€+]; [200-300€]
ID_463;M;Commercial;Panel Truck;no;0;12.0;Highly Urban/ Urban;17/02/2022 11:06;dev_express;35;non;non;[40k€+]; [200-300€]
ID_464;F;Private;Minivan;no;2;11.0;Highly Urban/ Urban;19/04/2022 19:04;dev_integral;60;non;non;[40k€+]; [200-300€]
ID_465;M;Commercial;Pickup;no;0;5.0;z_Highly Rural/ Rural;18/05/2022 10:53;dev_integral;76;oui;oui;[0, 20k€]; [200-300€]
ID_466;M;Commercial;Pickup;yes;1;12.0;z_Highly Rural/ Rural;13/03/2022 05:28;dev_express;88;non;non;[40k€+]; [200-300€]
ID_467;F;Commercial;Van;yes;0;0;Highly Urban/ Urban;11/05/2022 14:01;dev_express;3;oui;oui;[40k€+]; [200-300€]
ID_468;F;Commercial;Panel Truck;no;1;0;Highly Urban/ Urban;11/01/2022 02:15;dev_premium;13;non;non;[40k€+]; [900+€]
ID_469;F;Private;z_SUV;no;2;6.0;Highly Urban/ Urban;09/05/2022 11:12;dev_integral;21;non;non;[20k€, 40k€]; [900+€]
ID_470;F;Commercial;Minivan;no;6;1.0;Highly Urban/ Urban;04/01/2022 12:36;dev_integral;58;oui;oui;[0, 20k€]; [900+€]
ID_471;F;Private;z_SUV;no;7;6.0;Highly Urban/ Urban;30/05/2022 20:12;dev_express;56;oui;non;[0, 20k€]; [200-300€]
ID_472;M;Private;Minivan;yes;1;9.0;Highly Urban/ Urban;06/03/2022 00:29;dev_express;29;non;non;[40k€+]; [200-300€]
ID_473;M;Private;z_SUV;no;7;4.0;Highly Urban/ Urban;19/01/2022 12:12;dev_premium;24;oui;non;[20k€, 40k€]; [900+€]
ID_474;F;Private;Pickup;no;2;9.0;Highly Urban/ Urban;20/04/2022 02:39;dev_integral;7;oui;non;[40k€+]; [900+€]
ID_475;M;Private;z_SUV;no;1;1.0;Highly Urban/ Urban;24/05/2022 17:45;dev_express;58;non;non;[0, 20k€]; [200-300€]
ID_476;F;Private;z_SUV;no;8;1.0;Highly Urban/ Urban;26/03/2022 13:13;dev_express;23;oui;non;[0, 20k€]; [200-300€]
ID_477;F;Private;z_SUV;no;1;8.0;Highly Urban/ Urban;23/03/2022 14:10;dev_integral;78;non;non;[0, 20k€]; [900+€]
ID_478;M;Commercial;Panel Truck;yes;0;18.0;Highly Urban/ Urban;12/04/2022 00:22;dev_integral;29;non;non;[40k€+]; [200-300€]
ID_479;M;Private;Minivan;no;0;11.0;Highly Urban/ Urban;15/04/2022 13:43;dev_integral;31;non;non;[40k€+]; [900+€]
ID_480;F;Commercial;Pickup;yes;1;6.0;Highly Urban/ Urban;20/04/2022 01:02;dev_express;70;non;non;[40k€+]; [200-300€]
ID_481;F;Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;02/05/2022 23:12;dev_integral;72;non;non;[20k€, 40k€]; [900+€]
ID_482;F;Private;Van;yes;6;1.0;Highly Urban/ Urban;21/05/2022 08:38;dev_express;69;oui;non;[0, 20k€]; [200-300€]
ID_483;F;Private;z_SUV;no;0;0;Highly Urban/ Urban;01/03/2022 18:29;dev_express;26;oui;non;[40k€+]; [200-300€]
ID_484;F;Private;Minivan;no;3;7.0;Highly Urban/ Urban;10/05/2022 11:14;dev_premium;54;oui;oui;[40k€+]; [900+€]
ID_485;F;Private;Sports Car;no;1;10.0;Highly Urban/ Urban;06/03/2022 05:10;dev_integral;73;non;non;[40k€+]; [900+€]
ID_486;F;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;26/05/2022 01:21;dev_integral;5;non;non;[0, 20k€]; [200-300€]
ID_487;F;Private;Sports Car;no;1;1.0;Highly Urban/ Urban;25/04/2022 09:36;dev_integral;23;oui;oui;[20k€, 40k€]; [200-300€]
ID_488;M;Commercial;z_SUV;no;0;1.0;z_Highly Rural/ Rural;29/05/2022 19:59;dev_premium;61;non;non;[20k€, 40k€]; [900+€]
ID_489;M;Private;Sports Car;no;5;10.0;Highly Urban/ Urban;03/02/2022 15:04;dev_express;10;oui;non;[20k€, 40k€]; [200-300€]
ID_490;M;Commercial;Minivan;no;0;8.0;Highly Urban/ Urban;16/05/2022 00:02;dev_express;29;oui;non;[20k€, 40k€]; [200-300€]
ID_491;F;Private;z_SUV;no;1;10.0;Highly Urban/ Urban;15/05/2022 09:25;dev_express;60;oui;oui;[40k€+]; [200-300€]
ID_492;M;Private;z_SUV;no;2;6.0;Highly Urban/ Urban;28/05/2022 03:24;dev_express;75;oui;non;[40k€+]; [200-300€]
ID_493;F;Commercial;Pickup;yes;2;11.0;z_Highly Rural/ Rural;27/03/2022 17:26;dev_integral;77;non;non;[0, 20k€]; [200-300€]
ID_494;M;Private;z_SUV;no;4;1.0;Highly Urban/ Urban;03/02/2022 09:48;dev_integral;51;non;non;[20k€, 40k€]; [900+€]
ID_495;F;Commercial;Panel Truck;yes;4;8.0;Highly Urban/ Urban;06/05/2022 15:53;dev_premium;10;non;non;[40k€+]; [500-800€]
ID_496;F;Private;Minivan;no;3;0;z_Highly Rural/ Rural;12/05/2022 06:56;dev_premium;22;non;non;[20k€, 40k€]; [900+€]
ID_497;F;Commercial;Van;yes;1;13.0;Highly Urban/ Urban;15/01/2022 18:39;dev_integral;73;non;non;[40k€+]; [200-300€]
ID_498;M;Commercial;Pickup;yes;1;1.0;Highly Urban/ Urban;24/01/2022 13:18;dev_integral;15;oui;oui;[0, 20k€]; [900+€]
ID_499;M;Private;Pickup;no;0;19.0;Highly Urban/ Urban;17/03/2022 06:56;dev_integral;50;non;non;[40k€+]; [900+€]
ID_500;M;Private;z_SUV;no;1;9.0;z_Highly Rural/ Rural;29/03/2022 02:50;dev_integral;93;non;non;[0, 20k€]; [900+€]
ID_501;M;Private;Pickup;yes;0;0;Highly Urban/ Urban;10/05/2022 07:12;dev_express;20;non;non;[40k€+]; [200-300€]
ID_502;F;Private;Minivan;no;0;15.0;Highly Urban/ Urban;14/03/2022 05:41;dev_express;61;non;non;[40k€+]; [200-300€]
ID_503;F;Private;Pickup;no;0;10.0;z_Highly Rural/ Rural;31/05/2022 13:57;dev_premium;76;non;non;[20k€, 40k€]; [500-800€]
ID_504;F;Private;z_SUV;no;0;7.0;Highly Urban/ Urban;10/05/2022 23:39;dev_integral;8;non;non;[40k€+]; [900+€]
ID_505;F;Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;14/05/2022 00:58;dev_express;60;oui;non;[20k€, 40k€]; [200-300€]
ID_506;F;Commercial;Van;no;2;12.0;Highly Urban/ Urban;07/05/2022 14:05;dev_express;87;non;non;[40k€+]; [200-300€]
ID_507;F;Private;Pickup;yes;1;1.0;z_Highly Rural/ Rural;17/05/2022 22:41;dev_integral;55;non;non;[40k€+]; [900+€]
ID_508;M;Commercial;Minivan;yes;0;8.0;Highly Urban/ Urban;17/03/2022 06:05;dev_integral;53;non;non;[0, 20k€]; [200-300€]
ID_509;F;Commercial;Van;yes;3;10.0;Highly Urban/ Urban;15/03/2022 03:25;dev_premium;46;non;non;[40k€+]; [900+€]
ID_510;F;Private;Minivan;no;0;13.0;Highly Urban/ Urban;30/03/2022 17:24;dev_express;54;non;non;[40k€+]; [200-300€]
ID_511;F;Private;z_SUV;no;0;1.0;Highly Urban/ Urban;21/01/2022 20:42;dev_express;60;non;non;[40k€+]; [200-300€]
ID_512;M;Commercial;z_SUV;no;2;1.0;Highly Urban/ Urban;18/01/2022 19:29;dev_express;64;oui;non;[0, 20k€]; [200-300€]
ID_513;F;Commercial;Minivan;yes;1;17.0;Highly Urban/ Urban;19/04/2022 21:43;dev_integral;20;non;non;[0, 20k€]; [200-300€]
ID_514;M;Commercial;Pickup;yes;0;7.0;z_Highly Rural/ Rural;18/05/2022 13:33;dev_premium;59;non;non;[20k€, 40k€]; [900+€]
ID_515;M;Private;Minivan;no;0;21.0;Highly Urban/ Urban;04/04/2022 15:50;dev_express;58;non;non;[40k€+]; [200-300€]
ID_516;M;Private;Minivan;yes;0;8.0;Highly Urban/ Urban;25/03/2022 07:11;dev_integral;57;oui;non;[40k€+]; [900+€]
ID_517;F;Commercial;Minivan;no;7;1.0;Highly Urban/ Urban;23/03/2022 12:28;dev_integral;62;oui;non;[40k€+]; [200-300€]
ID_518;F;Commercial;Panel Truck;yes;0;11.0;Highly Urban/ Urban;25/03/2022 13:33;dev_express;35;non;non;[40k€+]; [200-300€]
ID_519;M;Private;Minivan;yes;0;22.0;Highly Urban/ Urban;23/02/2022 20:23;dev_integral;31;non;non;[0, 20k€]; [900+€]
ID_520;F;Commercial;z_SUV;no;4;10.0;Highly Urban/ Urban;08/04/2022 12:44;dev_premium;84;non;non;[40k€+]; [500-800€]
ID_521;M;Private;Minivan;no;0;0;Highly Urban/ Urban;25/02/2022 05:54;dev_integral;70;non;non;[40k€+]; [900+€]
ID_522;F;Private;z_SUV;no;2;8.0;Highly Urban/ Urban;07/02/2022 00:44;dev_integral;69;non;non;[20k€, 40k€]; [200-300€]
ID_523;M;Commercial;Minivan;no;0;4.0;z_Highly Rural/ Rural;01/04/2022 01:13;dev_integral;6;oui;oui;[0, 20k€]; [900+€]
ID_524;M;Private;Minivan;no;3;0;Highly Urban/ Urban;25/05/2022 18:59;dev_express;18;non;non;[40k€+]; [200-300€]
ID_525;F;Private;z_SUV;no;5;7.0;Highly Urban/ Urban;21/04/2022 16:29;dev_express;82;non;non;[20k€, 40k€]; [200-300€]
ID_526;F;Private;Minivan;yes;0;1.0;Highly Urban/ Urban;31/05/2022 05:19;dev_premium;61;non;non;[20k€, 40k€]; [900+€]
ID_527;M;Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;19/02/2022 08:11;dev_express;33;non;non;[0, 20k€]; [200-300€]
ID_528;F;Private;z_SUV;no;9;6.0;Highly Urban/ Urban;23/05/2022 14:29;dev_integral;61;oui;oui;[40k€+]; [900+€]
ID_529;M;Commercial;Pickup;no;0;4.0;z_Highly Rural/ Rural;24/02/2022 11:57;dev_integral;86;oui;non;[40k€+]; [900+€]
ID_530;M;Private;Sports Car;no;0;0;Highly Urban/ Urban;28/05/2022 16:47;dev_express;84;oui;non;[40k€+]; [200-300€]
ID_531;F;Private;Minivan;no;0;9.0;Highly Urban/ Urban;18/05/2022 20:48;dev_express;79;non;non;[20k€, 40k€]; [200-300€]
ID_532;M;Commercial;Panel Truck;yes;4;1.0;Highly Urban/ Urban;12/03/2022 12:59;dev_express;56;oui;non;[20k€, 40k€]; [200-300€]
ID_533;M;Commercial;Pickup;yes;2;8.0;z_Highly Rural/ Rural;06/03/2022 13:23;dev_express;54;oui;oui;[40k€+]; [200-300€]
ID_534;M;Commercial;Pickup;yes;3;1.0;Highly Urban/ Urban;04/03/2022 01:37;dev_express;91;non;non;[0, 20k€]; [200-300€]
ID_535;M;Commercial;Pickup;yes;2;13.0;z_Highly Rural/ Rural;10/05/2022 23:21;dev_premium;73;oui;non;[40k€+]; [900+€]
ID_536;M;Private;Pickup;yes;3;9.0;Highly Urban/ Urban;08/04/2022 22:16;dev_express;48;oui;non;[0, 20k€]; [200-300€]
ID_537;F;Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;20/01/2022 06:01;dev_express;60;non;non;[40k€+]; [200-300€]
ID_538;F;Private;Minivan;yes;2;0;z_Highly Rural/ Rural;06/01/2022 05:05;dev_express;67;oui;non;[0, 20k€]; [200-300€]
ID_539;F;Private;Sports Car;no;2;8.0;z_Highly Rural/ Rural;07/01/2022 02:17;dev_integral;38;oui;non;[0, 20k€]; [200-300€]
ID_540;F;Private;Pickup;yes;1;1.0;Highly Urban/ Urban;04/05/2022 21:01;dev_express;51;non;non;[20k€, 40k€]; [200-300€]
ID_541;M;Private;Pickup;no;2;15.0;Highly Urban/ Urban;05/05/2022 07:55;dev_integral;6;non;non;[40k€+]; [900+€]
ID_542;F;Private;Sports Car;no;7;18.0;Highly Urban/ Urban;14/03/2022 00:41;dev_express;5;oui;oui;[40k€+]; [200-300€]
ID_543;M;Private;Minivan;no;2;12.0;Highly Urban/ Urban;13/02/2022 12:27;dev_express;90;non;non;[40k€+]; [200-300€]
ID_544;M;Private;Minivan;yes;0;17.0;z_Highly Rural/ Rural;27/03/2022 16:30;dev_integral;87;non;non;[20k€, 40k€]; [900+€]
ID_545;F;Private;Sports Car;no;0;1.0;Highly Urban/ Urban;02/02/2022 14:25;dev_integral;57;non;non;[40k€+]; [900+€]
ID_546;F;Commercial;Panel Truck;yes;0;14.0;z_Highly Rural/ Rural;22/05/2022 06:17;dev_integral;84;oui;oui;[40k€+]; [900+€]
ID_547;M;Private;Sports Car;no;2;9.0;Highly Urban/ Urban;03/02/2022 18:51;dev_integral;60;non;non;[20k€, 40k€]; [200-300€]
ID_548;M;Private;z_SUV;no;3;7.0;Highly Urban/ Urban;17/04/2022 11:05;dev_express;29;non;non;[20k€, 40k€]; [200-300€]
ID_549;F;Private;Sports Car;no;0;9.0;Highly Urban/ Urban;30/01/2022 11:38;dev_integral;69;non;non;[40k€+]; [200-300€]
ID_550;M;Private;z_SUV;no;3;12.0;Highly Urban/ Urban;04/01/2022 23:37;dev_integral;74;non;non;[40k€+]; [200-300€]
ID_551;F;Private;Pickup;yes;2;11.0;z_Highly Rural/ Rural;20/02/2022 01:38;dev_premium;30;oui;non;[40k€+]; [900+€]
ID_552;M;Private;z_SUV;no;0;18.0;Highly Urban/ Urban;22/03/2022 18:25;dev_integral;38;non;non;[40k€+]; [900+€]
ID_553;M;Private;Sports Car;no;0;20.0;Highly Urban/ Urban;14/04/2022 03:08;dev_integral;73;non;non;[0, 20k€]; [900+€]
ID_554;M;Commercial;z_SUV;no;4;9.0;Highly Urban/ Urban;28/03/2022 18:19;dev_integral;86;non;non;[20k€, 40k€]; [900+€]
ID_555;M;Commercial;z_SUV;no;0;5.0;Highly Urban/ Urban;15/01/2022 01:30;dev_integral;46;non;non;[40k€+]; [900+€]
ID_556;M;Commercial;Pickup;no;1;7.0;Highly Urban/ Urban;30/03/2022 17:09;dev_express;93;oui;oui;[40k€+]; [200-300€]
ID_557;M;Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;03/04/2022 06:29;dev_express;17;non;non;[0, 20k€]; [200-300€]
ID_558;M;Private;Minivan;no;0;0;Highly Urban/ Urban;11/04/2022 23:33;dev_integral;5;oui;non;[40k€+]; [900+€]
